State,State Name,Year,Month,Period,Indicator,Data Value,Percent Complete,Percent Pending Investigation,Footnote
MD,Maryland,2015,March,12 month-ending,Cocaine (T40.5),119,100,0.008543723,
MD,Maryland,2015,April,12 month-ending,Cocaine (T40.5),119,100,0.01065462,
MD,Maryland,2015,February,12 month-ending,Cocaine (T40.5),117,100,0.008553405,
MD,Maryland,2015,January,12 month-ending,Cocaine (T40.5),109,100,0.008585165,
MD,Maryland,2016,November,12 month-ending,Percent with drugs specified,98.89834752,100,0.018609652,
MD,Maryland,2016,May,12 month-ending,Percent with drugs specified,98.86075949,100,0.023375409,
MD,Maryland,2016,September,12 month-ending,Percent with drugs specified,98.84635553,100,0.025065798,
MD,Maryland,2015,April,12 month-ending,Percent with drugs specified,98.84444444,100,0.01065462,
MD,Maryland,2016,August,12 month-ending,Percent with drugs specified,98.80952381,100,0.027338493,
MD,Maryland,2016,July,12 month-ending,Percent with drugs specified,98.80546075,100,0.027473108,
MD,Maryland,2016,December,12 month-ending,Percent with drugs specified,98.79459981,100,0.018487706,
MD,Maryland,2016,March,12 month-ending,Percent with drugs specified,98.76900797,100,0.021416945,
MD,Maryland,2015,May,12 month-ending,Percent with drugs specified,98.76868953,100,0.010616838,
MD,Maryland,2016,October,12 month-ending,Percent with drugs specified,98.76606684,100,0.022890914,
MD,Maryland,2016,June,12 month-ending,Percent with drugs specified,98.75222816,100,0.025464731,
MD,Maryland,2015,February,12 month-ending,Percent with drugs specified,98.74439462,100,0.008553405,
MD,Maryland,2017,January,12 month-ending,Percent with drugs specified,98.71205152,100,0.026505729,*Likely underreported due to incomplete data
MD,Maryland,2015,July,12 month-ending,Percent with drugs specified,98.69109948,100,0.01055164,
MD,Maryland,2015,March,12 month-ending,Percent with drugs specified,98.67139061,100,0.008543723,
MD,Maryland,2016,February,12 month-ending,Percent with drugs specified,98.65269461,100,0.021418321,
MD,Maryland,2016,April,12 month-ending,Percent with drugs specified,98.64773496,100,0.019189356,
MD,Maryland,2015,January,12 month-ending,Percent with drugs specified,98.60853432,100,0.008585165,
MD,Maryland,2017,February,12 month-ending,Percent with drugs specified,98.58318099,100,0.030485326,*Likely underreported due to incomplete data
MD,Maryland,2017,March,12 month-ending,Percent with drugs specified,98.56373429,100,0.036361433,*Likely underreported due to incomplete data
MD,Maryland,2016,January,12 month-ending,Percent with drugs specified,98.54182655,100,0.021450942,
MD,Maryland,2015,June,12 month-ending,Percent with drugs specified,98.50483729,100,0.010570601,
MD,Maryland,2015,October,12 month-ending,Percent with drugs specified,98.48121503,100,0.018895654,
MD,Maryland,2015,August,12 month-ending,Percent with drugs specified,98.46022241,100,0.010535854,
MD,Maryland,2015,September,12 month-ending,Percent with drugs specified,98.43234323,100,0.014741497,
MD,Maryland,2015,December,12 month-ending,Percent with drugs specified,98.40909091,100,0.021203511,
MD,Maryland,2015,November,12 month-ending,Percent with drugs specified,98.28393136,100,0.021015909,
MD,Maryland,2017,March,12 month-ending,Psychostimulants with abuse potential (T43.6),50,100,0.036361433,*Likely underreported due to incomplete data
MD,Maryland,2017,January,12 month-ending,Psychostimulants with abuse potential (T43.6),48,100,0.026505729,*Likely underreported due to incomplete data
MD,Maryland,2017,February,12 month-ending,Psychostimulants with abuse potential (T43.6),47,100,0.030485326,*Likely underreported due to incomplete data
MD,Maryland,2016,December,12 month-ending,Psychostimulants with abuse potential (T43.6),46,100,0.018487706,
MD,Maryland,2016,October,12 month-ending,Psychostimulants with abuse potential (T43.6),44,100,0.022890914,
MD,Maryland,2016,September,12 month-ending,Psychostimulants with abuse potential (T43.6),42,100,0.025065798,
MD,Maryland,2016,November,12 month-ending,Psychostimulants with abuse potential (T43.6),42,100,0.018609652,
MD,Maryland,2016,August,12 month-ending,Psychostimulants with abuse potential (T43.6),38,100,0.027338493,
MD,Maryland,2016,July,12 month-ending,Psychostimulants with abuse potential (T43.6),31,100,0.027473108,
MD,Maryland,2016,May,12 month-ending,Psychostimulants with abuse potential (T43.6),28,100,0.023375409,
MD,Maryland,2016,June,12 month-ending,Psychostimulants with abuse potential (T43.6),28,100,0.025464731,
MD,Maryland,2015,November,12 month-ending,Psychostimulants with abuse potential (T43.6),25,100,0.021015909,
MD,Maryland,2015,December,12 month-ending,Psychostimulants with abuse potential (T43.6),25,100,0.021203511,
MD,Maryland,2016,February,12 month-ending,Psychostimulants with abuse potential (T43.6),24,100,0.021418321,
MD,Maryland,2016,March,12 month-ending,Psychostimulants with abuse potential (T43.6),24,100,0.021416945,
MD,Maryland,2016,April,12 month-ending,Psychostimulants with abuse potential (T43.6),24,100,0.019189356,
MD,Maryland,2016,January,12 month-ending,Psychostimulants with abuse potential (T43.6),21,100,0.021450942,
MD,Maryland,2015,July,12 month-ending,Psychostimulants with abuse potential (T43.6),20,100,0.01055164,
MD,Maryland,2015,September,12 month-ending,Psychostimulants with abuse potential (T43.6),20,100,0.014741497,
MD,Maryland,2015,October,12 month-ending,Psychostimulants with abuse potential (T43.6),20,100,0.018895654,
MD,Maryland,2015,August,12 month-ending,Psychostimulants with abuse potential (T43.6),19,100,0.010535854,
MD,Maryland,2015,March,12 month-ending,Psychostimulants with abuse potential (T43.6),18,100,0.008543723,
MD,Maryland,2015,April,12 month-ending,Psychostimulants with abuse potential (T43.6),18,100,0.01065462,
MD,Maryland,2015,May,12 month-ending,Psychostimulants with abuse potential (T43.6),18,100,0.010616838,
MD,Maryland,2015,June,12 month-ending,Psychostimulants with abuse potential (T43.6),18,100,0.010570601,
MD,Maryland,2015,January,12 month-ending,Psychostimulants with abuse potential (T43.6),17,100,0.008585165,
MD,Maryland,2015,February,12 month-ending,Psychostimulants with abuse potential (T43.6),16,100,0.008553405,
MA,Massachusetts,2015,October,12 month-ending,Number of Deaths,59151,100,1.274703724,
MA,Massachusetts,2015,November,12 month-ending,Number of Deaths,59104,100,1.082837033,
MA,Massachusetts,2017,March,12 month-ending,Number of Deaths,58956,100,0.690345342,*Likely underreported due to incomplete data
MA,Massachusetts,2015,September,12 month-ending,Number of Deaths,58924,100,1.332224561,
MA,Massachusetts,2017,February,12 month-ending,Number of Deaths,58791,100,0.590226395,*Likely underreported due to incomplete data
MA,Massachusetts,2015,August,12 month-ending,Number of Deaths,58790,100,1.401598911,
MA,Massachusetts,2015,December,12 month-ending,Number of Deaths,58761,100,0.813464713,
MA,Massachusetts,2015,July,12 month-ending,Number of Deaths,58729,100,1.41156839,
MA,Massachusetts,2015,June,12 month-ending,Number of Deaths,58523,100,1.406284709,
MA,Massachusetts,2017,January,12 month-ending,Number of Deaths,58452,100,0.479025525,*Likely underreported due to incomplete data
MA,Massachusetts,2015,May,12 month-ending,Number of Deaths,58356,100,1.37946398,
MA,Massachusetts,2015,April,12 month-ending,Number of Deaths,58197,100,1.390106019,
MA,Massachusetts,2015,March,12 month-ending,Number of Deaths,58056,100,1.343530385,
MA,Massachusetts,2016,January,12 month-ending,Number of Deaths,57875,100,0.746436285,
MA,Massachusetts,2016,December,12 month-ending,Number of Deaths,57863,100,0.414772826,
MA,Massachusetts,2015,February,12 month-ending,Number of Deaths,57676,100,1.336777863,
MA,Massachusetts,2016,February,12 month-ending,Number of Deaths,57470,100,0.673394815,
MA,Massachusetts,2016,November,12 month-ending,Number of Deaths,57364,100,0.397461823,
MA,Massachusetts,2016,March,12 month-ending,Number of Deaths,57251,100,0.639290143,
MA,Massachusetts,2016,September,12 month-ending,Number of Deaths,57131,100,0.35532373,
MA,Massachusetts,2016,April,12 month-ending,Number of Deaths,57079,100,0.564130416,
MA,Massachusetts,2016,October,12 month-ending,Number of Deaths,57075,100,0.332895313,
MA,Massachusetts,2015,January,12 month-ending,Number of Deaths,57044,100,1.298997265,
MA,Massachusetts,2016,August,12 month-ending,Number of Deaths,56983,100,0.373795694,
MA,Massachusetts,2016,June,12 month-ending,Number of Deaths,56939,100,0.437310104,
MA,Massachusetts,2016,May,12 month-ending,Number of Deaths,56936,100,0.516369257,
MA,Massachusetts,2016,July,12 month-ending,Number of Deaths,56795,100,0.37855445,
LA,Louisiana,2016,August,12 month-ending,Number of Drug Overdose Deaths,979,100,0.029586472,
VA,Virginia,2015,July,12 month-ending,Number of Drug Overdose Deaths,976,100,0.04494382,
MN,Minnesota,2017,January,12 month-ending,Number of Drug Overdose Deaths,655,100,0,*Likely underreported due to incomplete data
CT,Connecticut,2016,December,12 month-ending,Number of Drug Overdose Deaths,974,100,0.029370492,
VA,Virginia,2015,May,12 month-ending,Number of Drug Overdose Deaths,973,100,0.041923513,
WI,Wisconsin,2016,June,12 month-ending,Number of Drug Overdose Deaths,972,100,0.196032306,
CT,Connecticut,2017,February,12 month-ending,Number of Drug Overdose Deaths,968,100,0.180522872,*Likely underreported due to incomplete data
VA,Virginia,2015,March,12 month-ending,Number of Drug Overdose Deaths,968,100,0.043672209,
WI,Wisconsin,2016,May,12 month-ending,Number of Drug Overdose Deaths,968,100,0.199862839,
VA,Virginia,2015,April,12 month-ending,Number of Drug Overdose Deaths,966,100,0.045079355,
CO,Colorado,2017,February,12 month-ending,Number of Drug Overdose Deaths,965,100,0.046926326,*Likely underreported due to incomplete data
CO,Colorado,2016,December,12 month-ending,Number of Drug Overdose Deaths,965,100,0.034074229,
LA,Louisiana,2016,July,12 month-ending,Number of Drug Overdose Deaths,962,100,0.034292769,
CO,Colorado,2017,March,12 month-ending,Number of Drug Overdose Deaths,961,100,0.044312376,*Likely underreported due to incomplete data
MS,Mississippi,2017,January,12 month-ending,Number of Drug Overdose Deaths,323,100,0.135650152,*Likely underreported due to incomplete data
YC,New York City,2015,December,12 month-ending,Number of Drug Overdose Deaths,959,100,0.038802661,
VA,Virginia,2015,January,12 month-ending,Number of Drug Overdose Deaths,959,100,0.037846532,
CO,Colorado,2016,November,12 month-ending,Number of Drug Overdose Deaths,952,100,0.028889589,
CO,Colorado,2015,April,12 month-ending,Number of Drug Overdose Deaths,950,100,0.021857326,
CO,Colorado,2016,October,12 month-ending,Number of Drug Overdose Deaths,948,100,0.02628259,
YC,New York City,2015,November,12 month-ending,Number of Drug Overdose Deaths,944,100,0.040500736,
LA,Louisiana,2016,June,12 month-ending,Number of Drug Overdose Deaths,941,100,0.047981356,
CO,Colorado,2015,March,12 month-ending,Number of Drug Overdose Deaths,939,100,0.019283747,
CT,Connecticut,2016,November,12 month-ending,Number of Drug Overdose Deaths,939,100,0.019804595,
CO,Colorado,2016,June,12 month-ending,Number of Drug Overdose Deaths,935,100,0.037329352,
CO,Colorado,2016,August,12 month-ending,Number of Drug Overdose Deaths,934,100,0.029216468,
WI,Wisconsin,2016,April,12 month-ending,Number of Drug Overdose Deaths,934,100,0.208571091,
MI,Michigan,2017,January,12 month-ending,Number of Deaths,95438,100,0.336344014,*Likely underreported due to incomplete data
MI,Michigan,2017,February,12 month-ending,Number of Deaths,95371,100,0.542093509,*Likely underreported due to incomplete data
MI,Michigan,2017,March,12 month-ending,Number of Deaths,95229,100,0.740320701,*Likely underreported due to incomplete data
MI,Michigan,2015,August,12 month-ending,Number of Deaths,95190,100,0.051475995,
MI,Michigan,2015,October,12 month-ending,Number of Deaths,95079,100,0.044173792,
MI,Michigan,2015,September,12 month-ending,Number of Deaths,95072,100,0.048384382,
MI,Michigan,2015,July,12 month-ending,Number of Deaths,95051,100,0.052603339,
MI,Michigan,2015,June,12 month-ending,Number of Deaths,94937,100,0.048453185,
MI,Michigan,2016,December,12 month-ending,Number of Deaths,94864,100,0.089601957,
MI,Michigan,2015,May,12 month-ending,Number of Deaths,94659,100,0.045426214,
MI,Michigan,2015,November,12 month-ending,Number of Deaths,94631,100,0.04121271,
MI,Michigan,2015,April,12 month-ending,Number of Deaths,94589,100,0.046517037,
MI,Michigan,2016,November,12 month-ending,Number of Deaths,94304,100,0.072107228,
MI,Michigan,2015,March,12 month-ending,Number of Deaths,94086,100,0.045702868,
MI,Michigan,2016,October,12 month-ending,Number of Deaths,93960,100,0.069178374,
MI,Michigan,2015,December,12 month-ending,Number of Deaths,93920,100,0.033006814,
MI,Michigan,2016,September,12 month-ending,Number of Deaths,93770,100,0.06398635,
MI,Michigan,2015,February,12 month-ending,Number of Deaths,93559,100,0.045960303,
MI,Michigan,2016,May,12 month-ending,Number of Deaths,93536,100,0.044902497,
MI,Michigan,2016,June,12 month-ending,Number of Deaths,93473,100,0.049212072,
MI,Michigan,2016,August,12 month-ending,Number of Deaths,93456,100,0.059921246,
MI,Michigan,2016,February,12 month-ending,Number of Deaths,93408,100,0.034258308,
MI,Michigan,2016,July,12 month-ending,Number of Deaths,93399,100,0.050321738,
MI,Michigan,2016,April,12 month-ending,Number of Deaths,93369,100,0.041769752,
MI,Michigan,2015,January,12 month-ending,Number of Deaths,93274,100,0.045028625,
MI,Michigan,2016,March,12 month-ending,Number of Deaths,93269,100,0.036453698,
MI,Michigan,2016,January,12 month-ending,Number of Deaths,93138,100,0.03435762,
CO,Colorado,2016,September,12 month-ending,Number of Drug Overdose Deaths,933,100,0.034360628,
CO,Colorado,2015,February,12 month-ending,Number of Drug Overdose Deaths,932,100,0.019267823,
SC,South Carolina,2017,February,12 month-ending,Number of Drug Overdose Deaths,931,100,0.053293541,*Likely underreported due to incomplete data
WV,West Virginia,2017,March,12 month-ending,Number of Drug Overdose Deaths,930,98.5,0.422074975,*Likely underreported due to incomplete data
CT,Connecticut,2016,September,12 month-ending,Number of Drug Overdose Deaths,929,100,0.019940842,
CO,Colorado,2015,August,12 month-ending,Number of Drug Overdose Deaths,928,100,0.037710438,
CO,Colorado,2016,July,12 month-ending,Number of Drug Overdose Deaths,928,100,0.026581606,
CT,Connecticut,2016,August,12 month-ending,Number of Drug Overdose Deaths,928,100,0.019895878,
CO,Colorado,2015,May,12 month-ending,Number of Drug Overdose Deaths,927,100,0.021817984,
WI,Wisconsin,2016,March,12 month-ending,Number of Drug Overdose Deaths,924,100,0.206367925,
CO,Colorado,2015,January,12 month-ending,Number of Drug Overdose Deaths,923,100,0.01930289,
WV,West Virginia,2017,February,12 month-ending,Number of Drug Overdose Deaths,923,98.6,0.296722359,*Likely underreported due to incomplete data
CO,Colorado,2015,June,12 month-ending,Number of Drug Overdose Deaths,921,100,0.024445893,
CO,Colorado,2015,July,12 month-ending,Number of Drug Overdose Deaths,918,100,0.03517316,
CT,Connecticut,2016,October,12 month-ending,Number of Drug Overdose Deaths,918,100,0.019896538,
YC,New York City,2015,October,12 month-ending,Number of Drug Overdose Deaths,918,100,0.040313714,
CO,Colorado,2015,September,12 month-ending,Number of Drug Overdose Deaths,917,100,0.043125522,
CO,Colorado,2015,October,12 month-ending,Number of Drug Overdose Deaths,915,100,0.045767823,
CO,Colorado,2016,May,12 month-ending,Number of Drug Overdose Deaths,915,100,0.042626882,
SC,South Carolina,2017,March,12 month-ending,Number of Drug Overdose Deaths,915,100,0.067880022,*Likely underreported due to incomplete data
CO,Colorado,2015,December,12 month-ending,Number of Drug Overdose Deaths,913,100,0.040548212,
CO,Colorado,2016,January,12 month-ending,Number of Drug Overdose Deaths,913,100,0.040814105,
CO,Colorado,2016,February,12 month-ending,Number of Drug Overdose Deaths,912,100,0.04055479,
WI,Wisconsin,2016,February,12 month-ending,Number of Drug Overdose Deaths,912,100,0.204410551,
MO,Missouri,2017,January,12 month-ending,Number of Drug Overdose Deaths,1391,100,0.019154336,*Likely underreported due to incomplete data
CT,Connecticut,2016,June,12 month-ending,Number of Drug Overdose Deaths,909,100,0.016562873,
CO,Colorado,2015,November,12 month-ending,Number of Drug Overdose Deaths,908,100,0.040383373,
MN,Minnesota,2017,March,12 month-ending,Number of Deaths,43476,100,0,*Likely underreported due to incomplete data
MN,Minnesota,2017,February,12 month-ending,Number of Deaths,43284,100,0,*Likely underreported due to incomplete data
MN,Minnesota,2015,October,12 month-ending,Number of Deaths,43207,100,0,
MN,Minnesota,2016,December,12 month-ending,Number of Deaths,43134,100,0,
MN,Minnesota,2017,January,12 month-ending,Number of Deaths,43129,100,0,*Likely underreported due to incomplete data
MN,Minnesota,2015,September,12 month-ending,Number of Deaths,43112,100,0,
MN,Minnesota,2015,August,12 month-ending,Number of Deaths,43041,100,0,
MN,Minnesota,2015,November,12 month-ending,Number of Deaths,43022,100,0,
MN,Minnesota,2016,November,12 month-ending,Number of Deaths,42946,100,0,
MN,Minnesota,2015,July,12 month-ending,Number of Deaths,42851,100,0,
